,Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,thay đổi,KL1,GT1,KL2,GT2,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất
110,15/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
111,12/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
112,11/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
113,10/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
114,09/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
115,05/03/2021,16.90 ,18.90 ,16.90 ,0.00 (0.00 %),100 ,"1,890,000 ",0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
116,04/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
117,03/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
118,02/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
119,01/03/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
120,26/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
121,25/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
122,24/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
123,23/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
124,22/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
125,19/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
126,18/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
127,17/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
128,05/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
129,04/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
130,03/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
131,02/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
132,01/02/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
133,29/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
134,28/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
135,27/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
136,26/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
137,25/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
138,22/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
139,21/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
140,20/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
141,19/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
142,18/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
143,15/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
144,14/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
145,13/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
146,12/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
147,11/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
148,08/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
149,07/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
150,06/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
151,05/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
152,04/01/2021,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
153,31/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
154,30/12/2020,16.90 ,18.90 ,16.90 ,0.00 (0.00 %),700 ,"13,230,000 ",0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
155,29/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
156,28/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
157,25/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
158,24/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
159,23/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
160,22/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
161,21/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
162,18/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
163,17/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
164,16/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
165,15/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
166,14/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
167,11/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
168,10/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
169,09/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
170,08/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
171,07/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
172,04/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.90 ,18.90 ,18.90 
173,03/12/2020,18.90 ,18.90 ,16.90 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,18.90 ,18.9 ,18.90 ,18.90 
